"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","LineCode","Description","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"48205","Hartley, TX","3","Per capita personal income (dollars) 2/",31426,30873,32155,28717,25422,29454,27823,27339,29632,26714,36638,53706,51541,51419,61119,81234,53218,64268,62463
"48207","Haskell, TX","1","Personal income (thousands of dollars)",117916,142238,135598,154474,160334,164132,153123,172411,173476,163741,185139,190574,194578,214491,200709,196013,192950,194268,200723
"48207","Haskell, TX","2","Population (persons) 1/",6062,6034,5915,5883,5851,5904,5817,5802,5839,5862,5879,5958,5883,5898,5809,5843,5796,5783,5813
"48207","Haskell, TX","3","Per capita personal income (dollars) 2/",19452,23573,22924,26258,27403,27800,26323,29716,29710,27933,31492,31986,33075,36367,34551,33547,33290,33593,34530
"48209","Hays, TX","1","Personal income (thousands of dollars)",2331426,2624882,2711246,2854734,3059216,3517826,4073094,4479115,4970587,4961341,5239382,5723683,5819666,6176551,6922392,7691712,8268410,8900799,9733094
"48209","Hays, TX","2","Population (persons) 1/",99267,104739,111397,115665,119395,125302,132111,140480,147674,153619,158212,163259,168518,176053,184895,194591,204358,214277,222631
"48209","Hays, TX","3","Per capita personal income (dollars) 2/",23486,25061,24339,24681,25623,28075,30831,31884,33659,32296,33116,35059,34534,35083,37440,39528,40460,41539,43719
"48211","Hemphill, TX","1","Personal income (thousands of dollars)",111749,115026,107767,120031,115777,142380,167871,173935,219812,170532,182173,252348,307604,337756,395653,311902,231008,218526,223700
"48211","Hemphill, TX","2","Population (persons) 1/",3335,3327,3357,3362,3410,3480,3523,3538,3680,3802,3795,3956,4092,4152,4164,4273,4098,3945,3825
"48211","Hemphill, TX","3","Per capita personal income (dollars) 2/",33508,34573,32102,35702,33952,40914,47650,49162,59732,44853,48003,63789,75172,81348,95018,72994,56371,55393,58484
"48213","Henderson, TX","1","Personal income (thousands of dollars)",1692788,1758721,1798232,1861777,1886470,1969149,2052515,2173274,2310102,2296750,2384760,2543850,2649974,2742132,2864587,2915765,2943612,3079656,3261280
"48213","Henderson, TX","2","Population (persons) 1/",73332,73762,74712,76349,77807,78001,78404,78178,78033,78231,78622,78792,78951,78639,79302,79507,80129,81061,82299
"48213","Henderson, TX","3","Per capita personal income (dollars) 2/",23084,23843,24069,24385,24246,25245,26179,27799,29604,29359,30332,32286,33565,34870,36123,36673,36736,37992,39627
"48215","Hidalgo, TX","1","Personal income (thousands of dollars)",8105800,8744156,9458542,10213085,11089633,12072246,13023872,13901480,15060449,15984950,17084134,18061356,18696793,19259024,20142665,20950064,21364175,21845363,22869174
"48215","Hidalgo, TX","2","Population (persons) 1/",573216,590067,610520,632475,653779,674982,695352,715264,736694,757468,779213,795741,808835,819374,830824,841061,850798,858323,865939
"48215","Hidalgo, TX","3","Per capita personal income (dollars) 2/",14141,14819,15493,16148,16962,17885,18730,19435,20443,21103,21925,22698,23116,23505,24244,24909,25111,25451,26410
"48217","Hill, TX","1","Personal income (thousands of dollars)",645201,678699,696108,731084,779989,808290,858022,942578,1002484,1010957,1070838,1089101,1129810,1164105,1228474,1267638,1279205,1333459,1425242
"48217","Hill, TX","2","Population (persons) 1/",32539,32766,33120,33755,34064,34203,34484,34650,34997,35005,35145,35200,35157,34855,34776,34871,35173,35819,36354
"48217","Hill, TX","3","Per capita personal income (dollars) 2/",19829,20714,21018,21659,22898,23632,24882,27203,28645,28880,30469,30940,32136,33399,35325,36352,36369,37228,39205
"48219","Hockley, TX","1","Personal income (thousands of dollars)",466839,534942,533718,566393,591085,624845,652954,714960,771319,710139,833801,894245,922452,1004238,995499,912709,859539,877612,895641
"48219","Hockley, TX","2","Population (persons) 1/",22670,22662,22745,22955,22919,23094,22912,22844,22958,23086,22852,22929,23075,23414,23469,23317,23048,22995,22980
"48219","Hockley, TX","3","Per capita personal income (dollars) 2/",20593,23605,23465,24674,25790,27057,28498,31297,33597,30761,36487,39001,39976,42890,42418,39144,37293,38165,38975
"48221","Hood, TX","1","Personal income (thousands of dollars)",1143796,1230637,1274438,1289779,1396660,1517401,1728419,1874833,1986758,1896002,1967315,2163377,2276264,2340466,2478234,2551899,2630073,2848923,3071694
"48221","Hood, TX","2","Population (persons) 1/",41323,42425,43344,44448,45411,46470,47952,48870,50112,50841,51268,51558,52129,52866,53820,55290,56703,58154,60537
"48221","Hood, TX","3","Per capita personal income (dollars) 2/",27679,29007,29403,29018,30756,32653,36045,38364,39646,37293,38373,41960,43666,44272,46047,46155,46383,48989,50741
"48223","Hopkins, TX","1","Personal income (thousands of dollars)",735543,757558,768500,772672,800833,834878,869482,961977,1046903,1028493,1076464,1125176,1172148,1207373,1309866,1324357,1312703,1373231,1440001
"48223","Hopkins, TX","2","Population (persons) 1/",31999,32203,32335,32625,33061,33330,33746,34331,34472,34919,35206,35253,35310,35303,35696,35990,36212,36493,36810
"48223","Hopkins, TX","3","Per capita personal income (dollars) 2/",22986,23524,23767,23683,24223,25049,25765,28021,30370,29454,30576,31917,33196,34200,36695,36798,36250,37630,39120
"48225","Houston, TX","1","Personal income (thousands of dollars)",500332,526200,519856,541878,545193,518588,542645,584333,624160,620666,657806,685644,718191,729365,770201,796897,804078,831394,882307
"48225","Houston, TX","2","Population (persons) 1/",23135,23122,23257,23336,23578,23500,23551,23641,23635,23660,23681,23428,23209,22809,22815,22758,22915,23116,23169
"48225","Houston, TX","3","Per capita personal income (dollars) 2/",21627,22758,22353,23221,23123,22068,23041,24717,26408,26233,27778,29266,30945,31977,33759,35016,35090,35966,38081
"48227","Howard, TX","1","Personal income (thousands of dollars)",674138,737577,738371,769414,753331,797267,837645,911412,988276,958455,1030207,1142859,1197125,1236305,1314088,1292589,1251797,1332953,1467670
"48227","Howard, TX","2","Population (persons) 1/",33489,33279,33479,33396,33403,33277,33328,33817,34393,34882,34992,35016,35531,36218,36602,37282,36792,36198,36459
"48227","Howard, TX","3","Per capita personal income (dollars) 2/",20130,22163,22055,23039,22553,23958,25133,26951,28735,27477,29441,32638,33692,34135,35902,34671,34024,36824,40255
"48229","Hudspeth, TX","1","Personal income (thousands of dollars)",51469,52333,57775,62296,60208,60506,62788,64395,65770,66559,71274,68956,78882,86122,94875,122416,138232,145557,155701
"48229","Hudspeth, TX","2","Population (persons) 1/",3357,3405,3398,3345,3345,3416,3459,3462,3374,3423,3472,3412,3358,3341,3308,3539,4246,4600,4795
"48229","Hudspeth, TX","3","Per capita personal income (dollars) 2/",15332,15369,17003,18624,17999,17713,18152,18601,19493,19445,20528,20210,23491,25777,28680,34591,32556,31643,32472
"48231","Hunt, TX","1","Personal income (thousands of dollars)",1785940,1861393,1895629,1997722,2039758,2127853,2251523,2364820,2473898,2508110,2568930,2713460,2799357,2833668,2964247,3141194,3292827,3452106,3669530
"48231","Hunt, TX","2","Population (persons) 1/",76932,78431,80234,80958,82092,82822,83770,84351,84447,85261,86384,86701,87001,87465,88679,89719,91943,93927,96493
"48231","Hunt, TX","3","Per capita personal income (dollars) 2/",23215,23733,23626,24676,24847,25692,26877,28035,29295,29417,29738,31297,32176,32398,33427,35011,35814,36753,38029
"48233","Hutchinson, TX","1","Personal income (thousands of dollars)",549182,539441,541839,552741,555725,598705,664708,729262,803299,750089,766710,781862,838017,844394,875989,881323,881369,848110,880768
"48233","Hutchinson, TX","2","Population (persons) 1/",23778,23247,23116,22773,22478,22209,22176,22138,21851,22184,22212,22021,22021,21924,21921,21810,21562,21362,21198
"48233","Hutchinson, TX","3","Per capita personal income (dollars) 2/",23096,23205,23440,24272,24723,26958,29974,32942,36763,33812,34518,35505,38055,38515,39961,40409,40876,39702,41550
"48235","Irion, TX","1","Personal income (thousands of dollars)",43518,53201,52342,53523,53536,54857,62950,69198,74007,69084,70122,75708,76994,100161,108197,99599,85162,95598,103994
"48235","Irion, TX","2","Population (persons) 1/",1758,1673,1697,1672,1629,1613,1649,1609,1571,1587,1607,1592,1573,1610,1574,1543,1562,1511,1522
"48235","Irion, TX","3","Per capita personal income (dollars) 2/",24754,31800,30844,32011,32864,34009,38175,43007,47108,43531,43635,47555,48947,62212,68740,64549,54521,63268,68327
"48237","Jack, TX","1","Personal income (thousands of dollars)",167610,169524,173345,179038,183649,202873,235899,257476,307126,263672,286362,320100,364833,390632,413565,362009,319090,348062,389633
"48237","Jack, TX","2","Population (persons) 1/",8752,8710,8916,8965,9028,9092,9177,9068,9030,9057,9007,9032,8995,8954,8885,8883,8779,8821,8843
"48237","Jack, TX","3","Per capita personal income (dollars) 2/",19151,19463,19442,19971,20342,22313,25705,28394,34012,29113,31793,35441,40560,43627,46546,40753,36347,39458,44061
"48239","Jackson, TX","1","Personal income (thousands of dollars)",336482,353311,344985,358651,357812,378529,403765,426078,457050,429185,460323,485033,525703,558945,585577,580169,562315,579705,621281
"48239","Jackson, TX","2","Population (persons) 1/",14397,14187,14172,14070,14039,14037,13954,13857,13957,14089,14091,14048,14273,14612,14726,14810,14874,14818,14874
"48239","Jackson, TX","3","Per capita personal income (dollars) 2/",23372,24904,24343,25490,25487,26967,28935,30748,32747,30462,32668,34527,36832,38252,39765,39174,37805,39122,41770
"48241","Jasper, TX","1","Personal income (thousands of dollars)",740583,716388,735712,769206,784621,851858,922134,972717,1057550,1054790,1123469,1168601,1208469,1206664,1305191,1327760,1345714,1400365,1463683
"48241","Jasper, TX","2","Population (persons) 1/",35552,35722,35692,35580,35493,35558,34861,35069,35170,35331,35775,36199,35851,35615,35421,35260,35416,35550,35872
"48241","Jasper, TX","3","Per capita personal income (dollars) 2/",20831,20055,20613,21619,22106,23957,26452,27737,30070,29855,31404,32283,33708,33881,36848,37656,37997,39391,40803
"48243","Jeff Davis, TX","1","Personal income (thousands of dollars)",43392,56875,60448,61612,59225,55534,59156,63288,70028,67739,69753,76878,80906,83189,82308,88010,88138,88654,96717
"48243","Jeff Davis, TX","2","Population (persons) 1/",2233,2234,2201,2235,2242,2249,2264,2277,2316,2326,2344,2282,2296,2231,2217,2199,2232,2271,2252
"48243","Jeff Davis, TX","3","Per capita personal income (dollars) 2/",19432,25459,27464,27567,26416,24693,26129,27794,30237,29123,29758,33689,35238,37288,37126,40023,39488,39037,42947
"48245","Jefferson, TX","1","Personal income (thousands of dollars)",6108391,6359625,6445425,6681916,6795138,7187565,7626909,7905593,8486203,8442567,8892498,9192522,9638977,9384310,10257069,10680846,10534980,10833993,11236716
"48245","Jefferson, TX","2","Population (persons) 1/",251667,250137,250146,250183,250638,250849,245962,247629,249430,251332,252463,253456,251604,253111,252915,255232,256311,256591,255001
"48245","Jefferson, TX","3","Per capita personal income (dollars) 2/",24272,25425,25767,26708,27111,28653,31008,31925,34022,33591,35223,36269,38310,37076,40555,41848,41102,42223,44065
"48247","Jim Hogg, TX","1","Personal income (thousands of dollars)",92410,104613,115280,120916,119953,131711,130160,134463,133352,127493,131065,147037,154477,164789,165618,164470,156578,156053,161094
"48247","Jim Hogg, TX","2","Population (persons) 1/",5275,5194,5220,5148,5173,5194,5160,5131,5198,5260,5288,5291,5280,5268,5334,5307,5275,5245,5248
"48247","Jim Hogg, TX","3","Per capita personal income (dollars) 2/",17518,20141,22084,23488,23188,25358,25225,26206,25654,24238,24785,27790,29257,31281,31049,30991,29683,29753,30696
"48249","Jim Wells, TX","1","Personal income (thousands of dollars)",747541,836787,867669,930739,960996,1023472,1122688,1208326,1302213,1251549,1363357,1549675,1675608,1726611,1790385,1628744,1530712,1586691,1656154
"48249","Jim Wells, TX","2","Population (persons) 1/",39361,39701,39821,40008,40309,40449,40393,40654,40554,40633,40885,41211,41644,41679,41503,41526,41181,40930,40822
"48249","Jim Wells, TX","3","Per capita personal income (dollars) 2/",18992,21077,21789,23264,23841,25303,27794,29722,32111,30801,33346,37603,40236,41426,43139,39222,37170,38766,40570
"48251","Johnson, TX","1","Personal income (thousands of dollars)",3094187,3323331,3457384,3615460,3678550,3854691,4239251,4634855,4910819,4747950,4934900,5302811,5416613,5562579,5846488,6066148,6292626,6723575,7145318
"48251","Johnson, TX","2","Population (persons) 1/",127627,130795,133399,136264,138833,140692,142501,145123,148635,150583,151248,152071,153405,154539,156754,159368,162793,167101,171361
"48251","Johnson, TX","3","Per capita personal income (dollars) 2/",24244,25409,25918,26533,26496,27398,29749,31937,33039,31530,32628,34871,35309,35995,37297,38064,38654,40237,41697
"48253","Jones, TX","1","Personal income (thousands of dollars)",337370,368206,368673,389887,403783,420977,412438,461179,463262,478608,517083,542286,535352,574245,575634,591338,582358,587721,605580
"48253","Jones, TX","2","Population (persons) 1/",20754,20294,20293,20355,20298,20232,20242,20102,20131,20093,20237,20266,19870,20034,19846,19972,19969,19852,19817
"48253","Jones, TX","3","Per capita personal income (dollars) 2/",16256,18144,18167,19154,19893,20807,20375,22942,23012,23820,25551,26758,26943,28664,29005,29608,29163,29605,30559
"48255","Karnes, TX","1","Personal income (thousands of dollars)",237819,270985,273260,288415,287395,304532,312412,333227,349620,342820,378135,420099,461029,505335,598833,637209,625504,720366,776133
"48255","Karnes, TX","2","Population (persons) 1/",15403,15340,15178,15119,15109,14967,14985,14900,14867,14805,14889,14955,14860,14728,14913,15400,15456,15516,15650
"48255","Karnes, TX","3","Per capita personal income (dollars) 2/",15440,17665,18004,19076,19021,20347,20848,22364,23517,23156,25397,28091,31025,34311,40155,41377,40470,46427,49593
"48257","Kaufman, TX","1","Personal income (thousands of dollars)",1824007,1973032,2051714,2141253,2249007,2462744,2752151,3015064,3302483,3298519,3382215,3583964,3814484,3936099,4154066,4439319,4719797,5090663,5509791
"48257","Kaufman, TX","2","Population (persons) 1/",72270,75223,77693,81322,84240,87388,91395,95694,99285,101709,103890,105213,106578,108284,110913,114140,118030,122845,128622
"48257","Kaufman, TX","3","Per capita personal income (dollars) 2/",25239,26229,26408,26331,26698,28182,30113,31507,33263,32431,32556,34064,35791,36350,37453,38894,39988,41440,42837
"48259","Kendall, TX","1","Personal income (thousands of dollars)",737281,924810,961980,1000183,1098084,1258186,1485754,1693850,1873930,1867192,2034645,2266823,2513246,2638952,2890446,3145457,3404347,3580775,3846150
"48259","Kendall, TX","2","Population (persons) 1/",23980,24433,24975,25892,26650,27849,29134,30330,31754,32655,33616,34447,35586,37173,38402,39965,41919,43984,45641
"48259","Kendall, TX","3","Per capita personal income (dollars) 2/",30746,37851,38518,38629,41204,45179,50997,55847,59014,57179,60526,65806,70625,70991,75268,78705,81213,81411,84270
"48261","Kenedy, TX","1","Personal income (thousands of dollars)",11566,13555,12709,14303,13983,12081,12708,14086,13783,11035,12516,20813,18813,23524,24177,29261,17551,20343,19254
"48261","Kenedy, TX","2","Population (persons) 1/",420,421,429,428,440,457,426,415,410,403,417,438,447,438,437,440,434,422,442
"48261","Kenedy, TX","3","Per capita personal income (dollars) 2/",27538,32197,29625,33418,31780,26435,29831,33942,33617,27382,30014,47518,42087,53708,55325,66502,40440,48206,43561
"48263","Kent, TX","1","Personal income (thousands of dollars)",18404,19891,19670,23231,23144,23705,22831,23263,23344,24248,23313,29512,29930,32639,33757,33075,34104,36109,39827
"48263","Kent, TX","2","Population (persons) 1/",833,808,815,795,791,784,770,788,787,793,812,812,825,781,748,747,748,760,726
"48263","Kent, TX","3","Per capita personal income (dollars) 2/",22094,24618,24135,29221,29259,30236,29651,29522,29662,30578,28711,36345,36279,41791,45130,44277,45594,47512,54858
"48265","Kerr, TX","1","Personal income (thousands of dollars)",1144665,1275571,1294451,1306510,1407654,1537690,1675020,1786605,1929052,1827116,1901238,1951596,2090903,2138944,2276111,2330953,2337118,2471693,2628122
"48265","Kerr, TX","2","Population (persons) 1/",43848,44331,44894,45278,46054,46809,47840,48352,48852,49427,49622,49617,49701,49775,50334,50854,51384,51850,52405
"48265","Kerr, TX","3","Per capita personal income (dollars) 2/",26105,28774,28833,28855,30565,32850,35013,36950,39488,36966,38314,39333,42070,42972,45220,45836,45483,47670,50150
"48267","Kimble, TX","1","Personal income (thousands of dollars)",88398,101941,107604,112617,116716,121320,129924,136178,145449,148851,143231,166640,179124,191051,195226,199037,189469,179978,188915
"48267","Kimble, TX","2","Population (persons) 1/",4484,4494,4521,4510,4562,4609,4578,4518,4520,4623,4602,4594,4526,4464,4466,4393,4415,4406,4362
"48267","Kimble, TX","3","Per capita personal income (dollars) 2/",19714,22684,23801,24971,25584,26322,28380,30141,32179,32198,31124,36273,39577,42798,43714,45308,42915,40848,43309
"48269","King, TX","1","Personal income (thousands of dollars)",7594,11298,11853,12180,10950,14400,14449,15006,11798,14592,17345,24659,19849,22812,21099,17294,15605,12624,15418
"48269","King, TX","2","Population (persons) 1/",358,313,308,311,316,289,285,284,272,279,288,258,270,273,263,281,291,289,277
"48269","King, TX","3","Per capita personal income (dollars) 2/",21212,36096,38484,39164,34652,49827,50698,52838,43375,52301,60226,95578,73515,83560,80224,61544,53625,43682,55661
"48271","Kinney, TX","1","Personal income (thousands of dollars)",60884,66941,71000,78291,77568,75682,77987,84235,86818,93310,92597,99900,102571,104961,107222,109054,105331,109033,114633
"48271","Kinney, TX","2","Population (persons) 1/",3387,3419,3463,3394,3395,3449,3488,3546,3507,3568,3590,3607,3639,3632,3555,3608,3670,3775,3767
"48271","Kinney, TX","3","Per capita personal income (dollars) 2/",17976,19579,20502,23067,22848,21943,22359,23755,24756,26152,25793,27696,28187,28899,30161,30226,28701,28883,30431
"48273","Kleberg, TX","1","Personal income (thousands of dollars)",593500,651321,678995,726143,742452,762706,804552,834712,878086,886559,946529,1023517,1079473,1127896,1180960,1164730,1129578,1164721,1213924
"48273","Kleberg, TX","2","Population (persons) 1/",31590,31315,31413,31339,31362,31242,31149,31370,31555,31876,32034,32033,32105,32031,31910,31487,31447,31152,31129
"48273","Kleberg, TX","3","Per capita personal income (dollars) 2/",18788,20799,21615,23171,23674,24413,25829,26609,27827,27813,29548,31952,33623,35213,37009,36991,35920,37388,38997
"48275","Knox, TX","1","Personal income (thousands of dollars)",82799,98486,93962,111589,115432,111423,105930,111110,107633,108062,114657,117763,126711,144432,147100,143777,133109,130968,140483
"48275","Knox, TX","2","Population (persons) 1/",4253,4070,4044,4018,3940,3822,3788,3721,3650,3647,3723,3721,3729,3723,3802,3794,3733,3683,3653
"48275","Knox, TX","3","Per capita personal income (dollars) 2/",19468,24198,23235,27772,29297,29153,27965,29860,29488,29630,30797,31648,33980,38795,38690,37896,35657,35560,38457
"48277","Lamar, TX","1","Personal income (thousands of dollars)",1100997,1115231,1148173,1204133,1229791,1256338,1343211,1468498,1537707,1543724,1630242,1679521,1663502,1664061,1752093,1853542,1915446,1994448,2027045
"48277","Lamar, TX","2","Population (persons) 1/",48596,48522,48826,49159,49233,49344,49386,49387,49467,49600,49819,49854,49657,49095,49417,49380,49536,49597,49728
"48277","Lamar, TX","3","Per capita personal income (dollars) 2/",22656,22984,23516,24495,24979,25461,27198,29735,31086,31123,32723,33689,33500,33895,35455,37536,38668,40213,40763
"48279","Lamb, TX","1","Personal income (thousands of dollars)",311241,307377,325461,344464,351607,378929,360525,383481,403388,368312,454273,438802,437782,490121,496016,530532,452119,492551,503257
"48279","Lamb, TX","2","Population (persons) 1/",14663,14566,14658,14675,14584,14583,14338,14270,14036,13791,13994,14056,13861,13660,13484,13265,13205,13198,13158
"48279","Lamb, TX","3","Per capita personal income (dollars) 2/",21226,21102,22204,23473,24109,25984,25145,26873,28740,26707,32462,31218,31584,35880,36786,39995,34238,37320,38247
"48281","Lampasas, TX","1","Personal income (thousands of dollars)",418308,471130,485798,505723,553456,611532,680617,742977,810655,818917,843244,910405,921769,918007,925491,963977,973100,1005865,1049913
"48281","Lampasas, TX","2","Population (persons) 1/",17900,18027,18425,18579,19664,18906,19472,19728,19812,19652,19766,19925,20060,20149,20113,20379,20560,20919,21229
"48281","Lampasas, TX","3","Per capita personal income (dollars) 2/",23369,26135,26366,27220,28146,32346,34954,37661,40917,41671,42661,45692,45951,45561,46015,47302,47330,48084,49457
"48283","La Salle, TX","1","Personal income (thousands of dollars)",88408,103598,95823,102477,102120,107766,120974,128681,148458,145875,175891,227411,276653,284109,317339,303682,253396,257366,269678
"48283","La Salle, TX","2","Population (persons) 1/",5898,5934,6098,6169,6322,6542,6549,6675,6653,6771,6914,7001,7158,7449,7486,7650,7611,7567,7531
"48283","La Salle, TX","3","Per capita personal income (dollars) 2/",14989,17458,15714,16612,16153,16473,18472,19278,22314,21544,25440,32483,38649,38141,42391,39697,33293,34012,35809
"48285","Lavaca, TX","1","Personal income (thousands of dollars)",429072,476834,493021,518727,514383,549186,585434,638815,687064,662438,713133,795721,867269,931749,1026836,987680,919382,969802,1023974
"48285","Lavaca, TX","2","Population (persons) 1/",19190,18958,19101,19152,19130,19185,19181,19238,19185,19226,19255,19310,19529,19634,19783,19916,19875,20019,20110
"48285","Lavaca, TX","3","Per capita personal income (dollars) 2/",22359,25152,25811,27085,26889,28626,30522,33206,35813,34455,37036,41208,44409,47456,51905,49592,46258,48444,50919
"48287","Lee, TX","1","Personal income (thousands of dollars)",344888,378382,384817,402465,404405,441433,475265,502781,554252,535024,558254,597332,649696,656561,723967,726969,727600,768329,800851
"48287","Lee, TX","2","Population (persons) 1/",15701,16008,16131,16234,16220,16330,16348,16421,16550,16565,16592,16555,16504,16551,16626,16873,16976,17139,17144
"48287","Lee, TX","3","Per capita personal income (dollars) 2/",21966,23637,23856,24791,24932,27032,29072,30618,33490,32298,33646,36082,39366,39669,43544,43085,42861,44829,46713
"48289","Leon, TX","1","Personal income (thousands of dollars)",345663,377923,378256,392694,393608,397592,425576,459368,496700,494787,523154,547647,575420,606449,674756,693173,628400,643989,697506
"48289","Leon, TX","2","Population (persons) 1/",15395,15452,15718,15795,15837,16104,16334,16390,16832,16862,16726,16830,16747,16629,16737,17034,17200,17249,17270
"48289","Leon, TX","3","Per capita personal income (dollars) 2/",22453,24458,24065,24862,24854,24689,26055,28027,29509,29343,31278,32540,34360,36469,40315,40693,36535,37335,40388
"48291","Liberty, TX","1","Personal income (thousands of dollars)",1469470,1566489,1591073,1645500,1716737,1847958,1966761,2063824,2157305,2080635,2143873,2315612,2436426,2525437,2672389,2802934,2877909,3026482,3214378
"48291","Liberty, TX","2","Population (persons) 1/",70576,71679,73280,73734,74285,74303,74269,74515,74915,75041,75856,75981,76371,76854,78056,79611,81513,83809,86323
"48291","Liberty, TX","3","Per capita personal income (dollars) 2/",20821,21854,21712,22317,23110,24871,26482,27697,28797,27727,28262,30476,31903,32860,34237,35208,35306,36112,37237
"48293","Limestone, TX","1","Personal income (thousands of dollars)",429726,444211,462866,494833,503593,529997,556479,586113,616928,634213,659987,686747,713416,732564,769557,772593,767329,792035,841290
"48293","Limestone, TX","2","Population (persons) 1/",22053,22159,22486,22721,22942,22919,23093,23090,23065,23173,23490,23592,23690,23448,23538,23475,23527,23517,23519
"48293","Limestone, TX","3","Per capita personal income (dollars) 2/",19486,20047,20585,21779,21951,23125,24097,25384,26747,27369,28097,29109,30115,31242,32694,32911,32615,33679,35771
"48295","Lipscomb, TX","1","Personal income (thousands of dollars)",76923,76482,81249,89547,89864,96550,101046,112613,136832,120960,133023,162133,188495,191353,190768,178924,170187,203926,217259
"48295","Lipscomb, TX","2","Population (persons) 1/",3025,2948,3033,3097,3028,3057,3115,3178,3183,3326,3283,3332,3447,3490,3553,3563,3499,3376,3355
"48295","Lipscomb, TX","3","Per capita personal income (dollars) 2/",25429,25944,26788,28914,29678,31583,32439,35435,42988,36368,40519,48659,54684,54829,53692,50217,48639,60405,64757
"48297","Live Oak, TX","1","Personal income (thousands of dollars)",214188,238530,238834,253867,260796,265209,285398,300488,330170,310682,319000,379614,418919,457527,489559,443600,373569,406164,433544
"48297","Live Oak, TX","2","Population (persons) 1/",12233,12071,11955,11768,11689,11631,11559,11528,11479,11410,11556,11507,11655,11818,12057,12177,12029,12185,12166
"48297","Live Oak, TX","3","Per capita personal income (dollars) 2/",17509,19761,19978,21573,22311,22802,24691,26066,28763,27229,27605,32990,35943,38714,40604,36429,31056,33333,35636
"48299","Llano, TX","1","Personal income (thousands of dollars)",403914,417514,425074,439617,463954,474652,504591,545364,592080,581151,630816,678697,737808,777792,862617,906265,934120,967305,1027673
"48299","Llano, TX","2","Population (persons) 1/",17077,17499,17872,18153,18220,18425,18502,18935,19034,19175,19334,19069,19262,19506,19662,20083,20606,21205,21646
"48299","Llano, TX","3","Per capita personal income (dollars) 2/",23653,23859,23784,24217,25464,25761,27272,28802,31106,30308,32627,35592,38304,39875,43872,45126,45332,45617,47476
"48301","Loving, TX","1","Personal income (thousands of dollars)",2926,3041,2920,3095,3292,3253,3673,3940,3178,2234,2214,2493,2404,2539,3236,3746,5210,6916,8623
"48301","Loving, TX","2","Population (persons) 1/",65,66,75,72,55,70,75,79,61,77,84,95,86,106,89,119,117,136,152
"48301","Loving, TX","3","Per capita personal income (dollars) 2/",45015,46076,38933,42986,59855,46471,48973,49873,52098,29013,26357,26242,27953,23953,36360,31479,44530,50853,56730
"48303","Lubbock, TX","1","Personal income (thousands of dollars)",5934030,6076545,6298346,6566408,6738228,7161879,7662923,8084035,8670806,8830873,9394686,9898142,10515922,10775741,11428230,11825138,12079359,12413604,13086192
"48303","Lubbock, TX","2","Population (persons) 1/",243109,246616,249407,253388,255669,257779,261761,265215,268197,274252,280304,283395,285972,289545,294488,298365,302129,304875,307412
"48303","Lubbock, TX","3","Per capita personal income (dollars) 2/",24409,24640,25253,25914,26355,27783,29275,30481,32330,32200,33516,34927,36773,37216,38807,39633,39981,40717,42569
"48305","Lynn, TX","1","Personal income (thousands of dollars)",120566,133727,131631,173181,186757,193168,143463,208548,140319,166238,218111,176329,160319,243065,160945,204034,180232,201117,194638
"48305","Lynn, TX","2","Population (persons) 1/",6489,6444,6421,6232,6172,6178,6192,5989,5932,5927,5914,5886,5796,5728,5799,5747,5775,5841,5877
"48305","Lynn, TX","3","Per capita personal income (dollars) 2/",18580,20752,20500,27789,30259,31267,23169,34822,23655,28048,36880,29957,27660,42435,27754,35503,31209,34432,33119
"48307","McCulloch, TX","1","Personal income (thousands of dollars)",170894,181106,182522,197676,192039,193227,205002,229615,246239,225181,239026,281766,278463,281234,293266,300221,281805,292797,302921
"48307","McCulloch, TX","2","Population (persons) 1/",8175,8034,7927,8033,8164,8117,8183,8105,8203,8365,8231,8254,8242,8245,8157,8259,8127,7960,7987
"48307","McCulloch, TX","3","Per capita personal income (dollars) 2/",20904,22542,23025,24608,23523,23805,25052,28330,30018,26919,29040,34137,33786,34110,35953,36351,34675,36784,37927
"48309","McLennan, TX","1","Personal income (thousands of dollars)",4910945,5126534,5274212,5589634,5755776,6083894,6393939,6698524,6977771,7055382,7447786,7771833,8130120,8296702,8727140,9231344,9498122,9965450,10503574
"48309","McLennan, TX","2","Population (persons) 1/",213967,215099,216571,218744,221353,222794,224452,226741,229037,231679,235917,237850,239390,241477,243220,245523,247649,251147,254607
"48309","McLennan, TX","3","Per capita personal income (dollars) 2/",22952,23833,24353,25553,26003,27307,28487,29543,30466,30453,31570,32675,33962,34358,35882,37599,38353,39680,41254
"48311","McMullen, TX","1","Personal income (thousands of dollars)",22228,23358,24040,25731,26354,25053,27138,26858,30345,28250,26137,39392,41180,55251,76185,83903,52079,53520,54040
"48311","McMullen, TX","2","Population (persons) 1/",843,819,795,801,735,789,765,773,736,699,711,697,731,761,800,835,820,785,749
"48311","McMullen, TX","3","Per capita personal income (dollars) 2/",26368,28520,30239,32124,35856,31753,35475,34745,41230,40415,36761,56516,56334,72603,95231,100483,63511,68178,72150
"48313","Madison, TX","1","Personal income (thousands of dollars)",233149,258717,264370,275070,271622,284062,287362,313237,319013,312731,326160,351404,377880,398438,430799,425921,405228,418964,438937
