"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","LineCode","Description","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"48313","Madison, TX","2","Population (persons) 1/",12967,13680,12797,12989,13146,13136,13264,13353,13340,13483,13736,13749,13742,13819,13869,13970,14122,14255,14422
"48313","Madison, TX","3","Per capita personal income (dollars) 2/",17980,18912,20659,21177,20662,21625,21665,23458,23914,23194,23745,25559,27498,28833,31062,30488,28695,29391,30435
"48315","Marion, TX","1","Personal income (thousands of dollars)",187561,196219,201141,207279,218965,227780,237584,252670,277387,279049,297469,320690,339586,352433,361869,356054,351053,361306,377893
"48315","Marion, TX","2","Population (persons) 1/",10950,11077,11032,11120,11004,10980,10992,10951,10748,10669,10488,10477,10377,10281,10153,10135,10124,10073,9928
"48315","Marion, TX","3","Per capita personal income (dollars) 2/",17129,17714,18233,18640,19899,20745,21614,23073,25808,26155,28363,30609,32725,34280,35642,35131,34675,35869,38063
"48317","Martin, TX","1","Personal income (thousands of dollars)",81838,97582,91673,120827,118154,129186,116372,163657,125078,154893,206543,197683,229752,263223,279209,278364,249686,287259,322287
"48317","Martin, TX","2","Population (persons) 1/",4720,4697,4654,4553,4398,4447,4443,4494,4558,4710,4809,4885,4981,5272,5462,5653,5638,5562,5753
"48317","Martin, TX","3","Per capita personal income (dollars) 2/",17339,20775,19698,26538,26865,29050,26192,36417,27441,32886,42949,40467,46126,49928,51118,49242,44286,51647,56021
"48319","Mason, TX","1","Personal income (thousands of dollars)",71023,79534,87325,90349,95234,96018,109445,107680,112011,115562,123894,136016,149522,173594,177911,171300,161970,181527,190894
"48319","Mason, TX","2","Population (persons) 1/",3734,3743,3725,3762,3811,3813,3862,3897,3876,3982,4010,4033,4057,4121,4096,4058,4167,4203,4280
"48319","Mason, TX","3","Per capita personal income (dollars) 2/",19021,21249,23443,24016,24989,25182,28339,27632,28899,29021,30896,33726,36855,42124,43435,42213,38870,43190,44601
"48321","Matagorda, TX","1","Personal income (thousands of dollars)",812482,849413,838241,843721,893986,942587,992347,1062047,1159121,1130227,1144151,1219273,1260807,1327997,1413939,1472390,1458587,1475662,1483848
"48321","Matagorda, TX","2","Population (persons) 1/",37873,37804,37662,37695,37388,37132,36743,36452,36708,36579,36708,36684,36553,36518,36501,36775,37076,36811,36552
"48321","Matagorda, TX","3","Per capita personal income (dollars) 2/",21453,22469,22257,22383,23911,25385,27008,29135,31577,30898,31169,33237,34493,36366,38737,40038,39340,40088,40596
"48323","Maverick, TX","1","Personal income (thousands of dollars)",579912,654173,686076,748721,787850,849684,904352,977060,1074735,1166022,1266980,1366451,1412864,1473041,1546898,1603267,1598391,1664699,1784103
"48323","Maverick, TX","2","Population (persons) 1/",47343,47594,48408,49123,49627,50140,50951,51367,52190,53434,54448,55292,55808,56593,57197,57806,58134,58227,58485
"48323","Maverick, TX","3","Per capita personal income (dollars) 2/",12249,13745,14173,15242,15875,16946,17749,19021,20593,21822,23270,24713,25317,26029,27045,27735,27495,28590,30505
"48325","Medina, TX","1","Personal income (thousands of dollars)",786518,844063,874734,925957,972963,1025424,1093281,1174740,1267075,1294967,1361220,1442846,1529318,1600469,1692255,1770759,1813549,1901845,2006434
"48325","Medina, TX","2","Population (persons) 1/",39484,40053,40707,41549,42363,42977,43936,44577,45131,45605,46129,46511,46804,47247,47839,48419,49280,50210,50921
"48325","Medina, TX","3","Per capita personal income (dollars) 2/",19920,21074,21489,22286,22967,23860,24883,26353,28075,28395,29509,31022,32675,33875,35374,36572,36801,37878,39403
"48327","Menard, TX","1","Personal income (thousands of dollars)",40080,49194,51468,54798,54713,57067,58115,62415,58581,58866,58971,65297,65752,75707,74325,81041,75166,71690,75530
"48327","Menard, TX","2","Population (persons) 1/",2342,2321,2340,2311,2265,2212,2199,2176,2217,2227,2230,2213,2204,2137,2128,2134,2093,2121,2139
"48327","Menard, TX","3","Per capita personal income (dollars) 2/",17114,21195,21995,23712,24156,25799,26428,28683,26424,26433,26444,29506,29833,35427,34927,37976,35913,33800,35311
"48329","Midland, TX","1","Personal income (thousands of dollars)",3788033,5705787,5746868,6263781,6481119,7390938,8073703,7893201,11568081,8513490,10037385,13990939,16019001,17096444,18727886,14587361,12399064,18276912,21478156
"48329","Midland, TX","2","Population (persons) 1/",115560,116180,117717,119164,120746,122516,125844,128954,132502,136238,136985,140227,147356,152395,156787,162359,163862,165386,172578
"48329","Midland, TX","3","Per capita personal income (dollars) 2/",32780,49112,48819,52564,53676,60326,64156,61209,87305,62490,73274,99774,108710,112185,119448,89846,75668,110511,124455
"48331","Milam, TX","1","Personal income (thousands of dollars)",550875,561179,572496,585615,589937,627773,665858,702170,723790,698048,741260,745615,794228,812847,857731,900447,885299,877392,908101
"48331","Milam, TX","2","Population (persons) 1/",24290,24445,24981,24917,25136,25017,25082,24946,25065,24864,24679,24603,24111,24089,24145,24370,24691,24985,25131
"48331","Milam, TX","3","Per capita personal income (dollars) 2/",22679,22957,22917,23503,23470,25094,26547,28148,28877,28075,30036,30306,32940,33743,35524,36949,35855,35117,36135
"48333","Mills, TX","1","Personal income (thousands of dollars)",111179,117482,116216,117607,122244,121748,128585,125123,130001,132358,144687,151240,155082,159146,167339,186411,174353,178969,182832
"48333","Mills, TX","2","Population (persons) 1/",5107,4983,4973,4885,4880,4957,4854,4871,4876,4877,4968,4882,4830,4871,4871,4889,4890,4937,4921
"48333","Mills, TX","3","Per capita personal income (dollars) 2/",21770,23577,23369,24075,25050,24561,26491,25687,26661,27139,29124,30979,32108,32672,34354,38129,35655,36251,37153
"48335","Mitchell, TX","1","Personal income (thousands of dollars)",142838,157722,158949,173078,179534,184734,189081,208054,206320,214666,235866,257165,257221,278096,270620,270670,245110,253539,259929
"48335","Mitchell, TX","2","Population (persons) 1/",9628,9576,9420,9366,9280,9322,9279,9339,9285,9399,9413,9395,9331,9002,9074,8864,8477,8232,8145
"48335","Mitchell, TX","3","Per capita personal income (dollars) 2/",14836,16471,16874,18479,19346,19817,20377,22278,22221,22839,25057,27373,27566,30893,29824,30536,28915,30799,31913
"48337","Montague, TX","1","Personal income (thousands of dollars)",422516,443769,447443,459183,475028,507109,566584,632571,725792,649438,689567,776112,796361,807171,857898,800700,727957,770999,824484
"48337","Montague, TX","2","Population (persons) 1/",19166,19196,19170,19388,19444,19551,19781,19822,19882,19768,19716,19755,19476,19389,19368,19257,19396,19429,19596
"48337","Montague, TX","3","Per capita personal income (dollars) 2/",22045,23118,23341,23684,24431,25938,28643,31913,36505,32853,34975,39287,40889,41630,44295,41580,37531,39683,42074
"48339","Montgomery, TX","1","Personal income (thousands of dollars)",9710305,10711426,10950535,11482825,12397725,14415329,16904454,19209578,21970796,21121379,22558762,24581887,28882026,30966233,33277102,31874844,30837487,34776605,37585521
"48339","Montgomery, TX","2","Population (persons) 1/",297296,311437,326466,341499,357607,372541,392497,411416,429818,445836,459210,471396,484622,498518,517328,536124,555703,572146,590925
"48339","Montgomery, TX","3","Per capita personal income (dollars) 2/",32662,34394,33543,33625,34669,38695,43069,46691,51117,47375,49125,52147,59597,62117,64325,59454,55493,60783,63605
"48341","Moore, TX","1","Personal income (thousands of dollars)",461824,488816,461694,480304,486854,512083,530025,570302,593484,582966,654085,719749,759079,760495,822411,905106,842538,883212,886792
"48341","Moore, TX","2","Population (persons) 1/",20121,20281,20155,20223,20389,20312,20558,20469,20917,21575,22007,22076,22438,22158,22006,21825,21810,21878,21485
"48341","Moore, TX","3","Per capita personal income (dollars) 2/",22952,24102,22907,23750,23878,25211,25782,27862,28373,27020,29722,32603,33830,34321,37372,41471,38631,40370,41275
"48343","Morris, TX","1","Personal income (thousands of dollars)",282779,301475,305743,316282,349464,371628,397297,422297,459780,469309,512308,523645,532826,519259,522323,523652,496900,508753,535768
"48343","Morris, TX","2","Population (persons) 1/",13027,13179,13170,13139,12983,13012,13168,13251,13092,12954,12920,12770,12703,12681,12606,12369,12426,12381,12339
"48343","Morris, TX","3","Per capita personal income (dollars) 2/",21707,22875,23215,24072,26917,28560,30171,31869,35119,36229,39652,41006,41945,40948,41434,42336,39989,41091,43421
"48345","Motley, TX","1","Personal income (thousands of dollars)",25930,30700,32254,33395,35065,35505,32644,33941,26914,30179,33576,38593,35699,40794,36045,36325,34478,35000,35710
"48345","Motley, TX","2","Population (persons) 1/",1435,1340,1311,1319,1270,1257,1236,1228,1197,1200,1205,1200,1197,1192,1149,1146,1169,1229,1234
"48345","Motley, TX","3","Per capita personal income (dollars) 2/",18070,22910,24603,25318,27610,28246,26411,27639,22485,25149,27864,32161,29824,34223,31371,31697,29494,28478,28938
"48347","Nacogdoches, TX","1","Personal income (thousands of dollars)",1200789,1336396,1403951,1414382,1467027,1534646,1571683,1648771,1813951,1849828,2001477,2071923,2118952,2124500,2231709,2302802,2278672,2356445,2480887
"48347","Nacogdoches, TX","2","Population (persons) 1/",59224,59541,59422,59816,60427,60939,61750,62274,62957,64012,64686,65653,65869,65198,65248,65538,65693,65599,65711
"48347","Nacogdoches, TX","3","Per capita personal income (dollars) 2/",20275,22445,23627,23646,24278,25183,25452,26476,28813,28898,30941,31559,32169,32585,34203,35137,34687,35922,37755
"48349","Navarro, TX","1","Personal income (thousands of dollars)",949837,995405,1026189,1049619,1087700,1148536,1202418,1290052,1372673,1372241,1457331,1518609,1610127,1596582,1664800,1703642,1737557,1780172,1879580
"48349","Navarro, TX","2","Population (persons) 1/",45202,45577,45937,46078,46545,46854,47338,47272,47408,47584,47872,48077,48177,48060,47947,48209,48417,48779,49565
"48349","Navarro, TX","3","Per capita personal income (dollars) 2/",21013,21840,22339,22779,23369,24513,25401,27290,28954,28838,30442,31587,33421,33221,34722,35339,35887,36495,37922
"48351","Newton, TX","1","Personal income (thousands of dollars)",229226,237104,243635,244981,243737,257107,262353,292136,329820,323737,338617,360977,374259,384371,414296,426928,428436,447150,458423
"48351","Newton, TX","2","Population (persons) 1/",15038,15023,14945,14938,14560,14625,14349,14335,14393,14446,14448,14561,14433,14341,14292,14159,14159,13930,13746
"48351","Newton, TX","3","Per capita personal income (dollars) 2/",15243,15783,16302,16400,16740,17580,18284,20379,22915,22410,23437,24791,25931,26802,28988,30152,30259,32100,33350
"48353","Nolan, TX","1","Personal income (thousands of dollars)",314245,329247,332365,344611,356364,375083,376330,412370,434385,446413,473656,504079,517747,555233,586327,583397,573517,601569,635579
"48353","Nolan, TX","2","Population (persons) 1/",15947,15503,15194,15148,15013,14745,14740,14750,15093,15128,15247,15145,14937,15072,15128,15100,15015,14837,14751
"48353","Nolan, TX","3","Per capita personal income (dollars) 2/",19706,21238,21875,22750,23737,25438,25531,27957,28781,29509,31066,33284,34662,36839,38758,38636,38196,40545,43087
"48355","Nueces, TX","1","Personal income (thousands of dollars)",7642852,8293126,8509888,8927892,9359784,10090603,10791213,11096531,12311046,11627447,12477790,13531285,14155517,14635012,15451067,15331671,14554854,15333583,16076668
"48355","Nueces, TX","2","Population (persons) 1/",313673,313670,316256,317632,321879,325515,329113,330512,333526,338220,340253,343252,347959,352996,356747,360616,361786,361014,362265
"48355","Nueces, TX","3","Per capita personal income (dollars) 2/",24366,26439,26908,28108,29079,30999,32789,33574,36912,34378,36672,39421,40682,41459,43311,42515,40231,42474,44378
"48357","Ochiltree, TX","1","Personal income (thousands of dollars)",250644,277511,254325,267066,263199,306035,345512,346665,425667,342183,428106,581748,671392,706736,821973,701572,510757,539775,569833
"48357","Ochiltree, TX","2","Population (persons) 1/",8988,9134,9106,8981,9149,9384,9557,9812,9962,10225,10170,10443,10616,10711,10727,10717,10290,10060,9947
"48357","Ochiltree, TX","3","Per capita personal income (dollars) 2/",27887,30382,27929,29737,28768,32612,36153,35331,42729,33465,42095,55707,63243,65982,76627,65463,49636,53656,57287
"48359","Oldham, TX","1","Personal income (thousands of dollars)",58751,67308,58571,64036,64367,61112,61392,69217,76913,75607,87228,99027,92830,90564,110710,121229,102817,100726,104674
"48359","Oldham, TX","2","Population (persons) 1/",2186,2132,2069,2072,2039,2010,2010,1992,2004,2040,2050,2071,2046,2088,2069,2064,2074,2113,2131
"48359","Oldham, TX","3","Per capita personal income (dollars) 2/",26876,31570,28309,30905,31568,30404,30543,34747,38380,37062,42550,47816,45371,43374,53509,58735,49574,47670,49120
"48361","Orange, TX","1","Personal income (thousands of dollars)",1932849,1972056,2020437,2091891,2096621,2226139,2401208,2597219,2739073,2693078,2844509,3035566,3186958,3132230,3363436,3507046,3576049,3670645,3755583
"48361","Orange, TX","2","Population (persons) 1/",84930,84108,83813,83553,83580,83500,81687,82255,82612,81586,82013,82331,82881,82811,83249,83946,84533,84936,83572
"48361","Orange, TX","3","Per capita personal income (dollars) 2/",22758,23447,24106,25037,25085,26660,29395,31575,33156,33009,34684,36870,38452,37824,40402,41777,42304,43217,44938
"48363","Palo Pinto, TX","1","Personal income (thousands of dollars)",594185,610168,615210,636621,647785,702685,769695,826775,928908,858315,882604,928827,968651,974340,1031959,1024172,1012389,1075310,1129721
"48363","Palo Pinto, TX","2","Population (persons) 1/",27074,27128,27144,27294,27276,27511,27859,27679,27916,28071,28084,28051,27859,27876,28034,27966,28136,28575,28875
"48363","Palo Pinto, TX","3","Per capita personal income (dollars) 2/",21947,22492,22665,23325,23749,25542,27628,29870,33275,30577,31427,33112,34770,34953,36811,36622,35982,37631,39125
"48365","Panola, TX","1","Personal income (thousands of dollars)",488719,509880,508061,530382,561018,593264,662028,728759,884959,775762,837707,870367,915816,967384,1027708,981311,890688,930928,1007115
"48365","Panola, TX","2","Population (persons) 1/",22764,22773,22953,23021,22892,23140,23456,23351,23537,23678,23772,24008,23998,23793,23749,23665,23420,23219,23148
"48365","Panola, TX","3","Per capita personal income (dollars) 2/",21469,22390,22135,23039,24507,25638,28224,31209,37599,32763,35239,36253,38162,40658,43274,41467,38031,40093,43508
"48367","Parker, TX","1","Personal income (thousands of dollars)",2580992,2765967,2850742,2974317,3047162,3368565,3782922,4114131,4574614,4535341,4624365,4943341,5376183,5589298,5960758,6197196,6491318,6877912,7373626
"48367","Parker, TX","2","Population (persons) 1/",89159,91660,94092,97041,99320,101891,105387,109408,112911,115802,117325,118318,119483,119796,122165,125696,129074,133704,138371
"48367","Parker, TX","3","Per capita personal income (dollars) 2/",28948,30176,30297,30650,30680,33060,35896,37604,40515,39165,39415,41780,44995,46657,48793,49303,50291,51441,53289
"48369","Parmer, TX","1","Personal income (thousands of dollars)",275256,283010,271207,274380,251099,280103,265131,300780,311220,294562,379932,452909,422483,407967,492888,585394,410436,462451,443690
"48369","Parmer, TX","2","Population (persons) 1/",9991,9842,10032,10155,10168,10099,10035,10075,9994,10082,10264,10278,10189,9994,9962,9823,9815,9796,9864
"48369","Parmer, TX","3","Per capita personal income (dollars) 2/",27550,28755,27034,27019,24695,27736,26421,29854,31141,29217,37016,44066,41465,40821,49477,59594,41817,47208,44981
"48371","Pecos, TX","1","Personal income (thousands of dollars)",241100,264174,268704,284634,281837,292428,307311,362670,451526,401759,432615,450365,472940,495517,534408,527495,502874,532725,573380
"48371","Pecos, TX","2","Population (persons) 1/",16667,16284,16084,15709,15554,15385,15403,15321,15251,15490,15521,15641,15571,15665,15836,16012,15848,15618,15673
"48371","Pecos, TX","3","Per capita personal income (dollars) 2/",14466,16223,16706,18119,18120,19007,19951,23671,29606,25937,27873,28794,30373,31632,33746,32944,31731,34110,36584
"48373","Polk, TX","1","Personal income (thousands of dollars)",991529,1018717,1052696,1099932,1125131,1181036,1273168,1371259,1430350,1447108,1483943,1573042,1676312,1674632,1710200,1762324,1788939,1861086,1973118
"48373","Polk, TX","2","Population (persons) 1/",41539,42945,43928,44779,45315,45472,45495,45727,45794,45537,45447,45578,45520,45539,45830,46632,47678,49016,50031
"48373","Polk, TX","3","Per capita personal income (dollars) 2/",23870,23721,23964,24564,24829,25973,27985,29988,31234,31779,32652,34513,36826,36774,37316,37792,37521,37969,39438
"48375","Potter, TX","1","Personal income (thousands of dollars)",2569513,2788229,2926396,3018586,2856204,3064026,3279548,3475188,3930003,3813485,4209952,4638917,4743715,4779418,5034892,4904617,4851996,5028124,5257978
"48375","Potter, TX","2","Population (persons) 1/",113762,114307,115427,117067,117682,118771,119780,119537,119740,120118,121380,122311,122759,122168,122119,121385,120824,120518,119648
"48375","Potter, TX","3","Per capita personal income (dollars) 2/",22587,24392,25353,25785,24271,25798,27380,29072,32821,31748,34684,37927,38643,39122,41229,40405,40158,41721,43945
"48377","Presidio, TX","1","Personal income (thousands of dollars)",120820,135336,130540,138538,135688,138370,141141,156224,164565,183804,200884,223809,251303,273495,274127,277170,280571,284684,297710
"48377","Presidio, TX","2","Population (persons) 1/",7355,7409,7534,7583,7561,7719,7638,7712,7683,7593,7876,7762,7633,7404,7216,7089,7208,7155,6948
"48377","Presidio, TX","3","Per capita personal income (dollars) 2/",16427,18266,17327,18270,17946,17926,18479,20257,21419,24207,25506,28834,32923,36939,37989,39099,38925,39788,42848
"48379","Rains, TX","1","Personal income (thousands of dollars)",178815,199968,203910,211813,220536,237295,261940,281519,292293,294110,302201,307556,312734,319725,338128,353687,366392,384996,408566
"48379","Rains, TX","2","Population (persons) 1/",9196,9664,9985,10290,10446,10589,10830,10994,11022,10956,10913,11002,10939,11032,11012,11136,11306,11751,12159
"48379","Rains, TX","3","Per capita personal income (dollars) 2/",19445,20692,20422,20584,21112,22410,24187,25607,26519,26845,27692,27955,28589,28982,30705,31761,32407,32763,33602
"48381","Randall, TX","1","Personal income (thousands of dollars)",2639869,2935700,3005532,3135514,3387484,3600327,3901716,4175437,4573580,4504411,4840540,5049761,5261676,5321157,5673332,5956773,6035087,6217377,6536422
"48381","Randall, TX","2","Population (persons) 1/",104609,105399,106286,107607,109441,111113,112464,114782,116518,119084,121182,123416,124973,126755,128736,130443,132491,134433,136271
"48381","Randall, TX","3","Per capita personal income (dollars) 2/",25236,27853,28278,29139,30953,32402,34693,36377,39252,37825,39944,40917,42103,41980,44070,45666,45551,46249,47966
"48383","Reagan, TX","1","Personal income (thousands of dollars)",57376,82036,76586,81849,77816,90221,95559,108836,120594,105936,121060,142783,159635,188176,198197,164212,144979,155909,180515
"48383","Reagan, TX","2","Population (persons) 1/",3290,3230,3189,3130,3161,3143,3160,3260,3339,3377,3353,3394,3480,3634,3788,3811,3722,3700,3741
"48383","Reagan, TX","3","Per capita personal income (dollars) 2/",17440,25398,24016,26150,24618,28705,30240,33385,36117,31370,36105,42069,45872,51782,52322,43089,38952,42138,48253
"48385","Real, TX","1","Personal income (thousands of dollars)",56925,62453,64223,65424,65755,65546,66664,70350,76000,77045,82257,87456,94399,103968,108990,115039,109704,113635,120642
"48385","Real, TX","2","Population (persons) 1/",3067,3020,3020,3123,3138,3154,3264,3308,3241,3274,3322,3431,3353,3319,3348,3297,3397,3427,3478
"48385","Real, TX","3","Per capita personal income (dollars) 2/",18560,20680,21266,20949,20954,20782,20424,21267,23450,23532,24761,25490,28154,31325,32554,34892,32294,33159,34687
"48387","Red River, TX","1","Personal income (thousands of dollars)",261521,275576,273898,293007,299270,309493,323936,348164,363370,366397,384984,405442,413910,410888,437736,455350,472738,478196,494889
"48387","Red River, TX","2","Population (persons) 1/",14297,14156,13914,13703,13584,13444,13237,13072,12922,12835,12877,12685,12729,12496,12452,12355,12190,12203,12175
"48387","Red River, TX","3","Per capita personal income (dollars) 2/",18292,19467,19685,21383,22031,23021,24472,26634,28120,28547,29897,31962,32517,32882,35154,36856,38781,39187,40648
"48389","Reeves, TX","1","Personal income (thousands of dollars)",203180,221668,223969,223754,221344,232268,245904,259288,287892,290144,308516,342844,360794,392424,456319,463988,449135,514166,618668
"48389","Reeves, TX","2","Population (persons) 1/",13115,13022,13017,12910,12721,12675,12747,13039,13211,13550,13836,13812,13987,14218,14557,14955,15122,15295,15695
"48389","Reeves, TX","3","Per capita personal income (dollars) 2/",15492,17023,17206,17332,17400,18325,19291,19886,21792,21413,22298,24822,25795,27601,31347,31026,29701,33617,39418
"48391","Refugio, TX","1","Personal income (thousands of dollars)",206004,206730,191137,207962,214383,220482,220048,230769,259876,236588,257185,299346,309851,336543,336212,316573,278621,289712,299607
"48391","Refugio, TX","2","Population (persons) 1/",7827,7765,7665,7563,7630,7601,7548,7414,7430,7410,7375,7320,7255,7277,7357,7324,7269,7199,7032
"48391","Refugio, TX","3","Per capita personal income (dollars) 2/",26320,26623,24936,27497,28097,29007,29153,31126,34977,31928,34873,40894,42709,46247,45700,43224,38330,40243,42606
"48393","Roberts, TX","1","Personal income (thousands of dollars)",21285,22630,23124,25090,28323,29069,31959,35985,36285,28270,28826,36769,40491,42829,44138,40022,33614,35514,37900
"48393","Roberts, TX","2","Population (persons) 1/",884,880,862,825,841,855,849,887,904,929,924,926,942,919,914,910,910,937,903
"48393","Roberts, TX","3","Per capita personal income (dollars) 2/",24078,25716,26826,30412,33678,33999,37643,40569,40138,30431,31197,39707,42984,46604,48291,43980,36938,37902,41971
"48395","Robertson, TX","1","Personal income (thousands of dollars)",329601,355306,361364,393438,409140,423122,450066,489905,537196,520657,549422,561526,582206,621067,645132,663578,645575,653696,698169
"48395","Robertson, TX","2","Population (persons) 1/",16062,16132,16053,16074,16260,16509,16581,16546,16535,16604,16554,16656,16454,16430,16468,16701,16814,17185,17284
"48395","Robertson, TX","3","Per capita personal income (dollars) 2/",20521,22025,22511,24477,25162,25630,27143,29609,32488,31357,33190,33713,35384,37801,39175,39733,38395,38039,40394
"48397","Rockwall, TX","1","Personal income (thousands of dollars)",1613298,1723088,1755904,1814966,2046269,2305120,2717920,3043555,3357202,3395711,3588975,3818845,4135555,4288365,4557125,4941391,5277929,5703355,6140356
"48397","Rockwall, TX","2","Population (persons) 1/",43755,46697,50078,53397,56477,60349,66117,70851,73929,76654,78907,81028,82705,84671,87073,90169,93432,96877,100657
"48397","Rockwall, TX","3","Per capita personal income (dollars) 2/",36871,36899,35063,33990,36232,38196,41108,42957,45411,44299,45484,47130,50004,50647,52337,54801,56490,58872,61003
"48399","Runnels, TX","1","Personal income (thousands of dollars)",213717,229615,229510,244526,259814,264213,267589,301489,310883,307991,326391,349110,345021,372133,390072,400811,390505,393555,407479
"48399","Runnels, TX","2","Population (persons) 1/",11458,11148,11002,10815,10774,10842,10587,10506,10444,10392,10512,10503,10338,10200,10297,10394,10291,10333,10234
"48399","Runnels, TX","3","Per capita personal income (dollars) 2/",18652,20597,20861,22610,24115,24369,25275,28697,29767,29637,31049,33239,33374,36484,37882,38562,37946,38087,39816
"48401","Rusk, TX","1","Personal income (thousands of dollars)",1013902,1073108,1092129,1127069,1142703,1203920,1308159,1431364,1606214,1536260,1613590,1734384,1824433,1844062,1924996,1879889,1809818,1881080,1986623
"48401","Rusk, TX","2","Population (persons) 1/",47456,47837,48244,48540,49160,49703,50415,51278,52195,52799,53361,53697,53802,53352,53238,53006,52962,54320,54450
"48401","Rusk, TX","3","Per capita personal income (dollars) 2/",21365,22433,22638,23219,23245,24222,25948,27914,30773,29096,30239,32299,33910,34564,36158,35466,34172,34630,36485
"48403","Sabine, TX","1","Personal income (thousands of dollars)",215416,229370,235005,242557,248827,258041,279470,293326,317342,308483,315210,323229,330432,320928,334672,350856,347102,351298,366708
"48403","Sabine, TX","2","Population (persons) 1/",10388,10435,10477,10482,10498,10445,10583,10541,10565,10721,10873,10728,10525,10426,10431,10445,10382,10441,10589
"48403","Sabine, TX","3","Per capita personal income (dollars) 2/",20737,21981,22431,23140,23702,24705,26407,27827,30037,28774,28990,30129,31395,30782,32084,33591,33433,33646,34631
"48405","San Augustine, TX","1","Personal income (thousands of dollars)",168321,174210,178270,181940,186590,194310,197793,210037,224031,229516,251523,256315,265681,267899,285377,300396,292367,306481,328285
"48405","San Augustine, TX","2","Population (persons) 1/",8959,8860,8985,9034,9085,9060,9128,9048,9039,8938,8854,8799,8788,8662,8480,8347,8283,8292,8232
"48405","San Augustine, TX","3","Per capita personal income (dollars) 2/",18788,19663,19841,20139,20538,21447,21669,23214,24785,25679,28408,29130,30232,30928,33653,35988,35297,36961,39879
"48407","San Jacinto, TX","1","Personal income (thousands of dollars)",449105,463451,465986,481777,524130,573933,617930,650949,699660,679526,699193,747888,811950,818592,873579,880824,911816,944628,991205
"48407","San Jacinto, TX","2","Population (persons) 1/",22549,22897,23415,24100,24756,25014,25151,25719,25889,26086,26474,26778,26944,26734,27051,27358,27724,28242,28719
"48407","San Jacinto, TX","3","Per capita personal income (dollars) 2/",19917,20241,19901,19991,21172,22944,24569,25310,27025,26049,26411,27929,30135,30620,32294,32196,32889,33448,34514
"48409","San Patricio, TX","1","Personal income (thousands of dollars)",1336666,1380245,1454165,1563617,1623552,1707604,1834613,2001811,2140733,2095865,2224517,2413180,2553455,2695145,2800491,2803184,2775548,2819072,2939583
"48409","San Patricio, TX","2","Population (persons) 1/",67333,66690,66820,66440,66990,67232,67022,66723,66417,65751,64429,64454,65266,66140,66665,67126,67322,67223,66893
"48409","San Patricio, TX","3","Per capita personal income (dollars) 2/",19852,20696,21762,23534,24236,25399,27373,30002,32232,31876,34527,37440,39124,40749,42008,41760,41228,41936,43945
"48411","San Saba, TX","1","Personal income (thousands of dollars)",119964,124468,122599,130172,133056,136024,136552,142437,140350,149602,163638,176678,171067,175307,181706,201468,216822,219860,249625
"48411","San Saba, TX","2","Population (persons) 1/",6268,6181,6042,5981,6045,5982,5985,5985,5965,6026,6134,6046,5992,5962,5862,5930,5934,6032,6054
"48411","San Saba, TX","3","Per capita personal income (dollars) 2/",19139,20137,20291,21764,22011,22739,22816,23799,23529,24826,26677,29222,28549,29404,30997,33974,36539,36449,41233
"48413","Schleicher, TX","1","Personal income (thousands of dollars)",56573,68021,64779,71680,72167,75967,85299,94152,109887,103085,100273,121934,119245,144363,146761,136845,122195,106876,116195
"48413","Schleicher, TX","2","Population (persons) 1/",2929,3016,3036,2958,2991,3071,3085,3198,3255,3311,3503,3309,3260,3192,3165,3195,3057,2995,2895
"48413","Schleicher, TX","3","Per capita personal income (dollars) 2/",19315,22553,21337,24233,24128,24737,27650,29441,33759,31134,28625,36849,36578,45227,46370,42831,39972,35685,40136
"48415","Scurry, TX","1","Personal income (thousands of dollars)",336493,404273,414495,416445,465775,506025,487187,525834,629000,554929,621434,708812,747301,830452,856003,782196,651213,681572,709975
"48415","Scurry, TX","2","Population (persons) 1/",16251,15838,15982,15931,16118,16085,16232,16431,16478,16806,16929,16861,17124,17276,17380,17566,17381,17004,16866
"48415","Scurry, TX","3","Per capita personal income (dollars) 2/",20706,25526,25935,26141,28898,31459,30014,32003,38172,33020,36708,42039,43641,48070,49252,44529,37467,40083,42095
"48417","Shackelford, TX","1","Personal income (thousands of dollars)",83635,129412,128317,128416,128108,157983,184183,168974,281343,193552,250895,329201,353974,429623,506759,357065,277216,357800,424390
"48417","Shackelford, TX","2","Population (persons) 1/",3297,3334,3388,3349,3290,3286,3287,3357,3314,3362,3387,3338,3365,3379,3320,3337,3341,3305,3253
"48417","Shackelford, TX","3","Per capita personal income (dollars) 2/",25367,38816,37874,38345,38939,48078,56034,50335,84895,57570,74076,98622,105193,127145,152638,107002,82974,108260,130461
"48419","Shelby, TX","1","Personal income (thousands of dollars)",567116,572491,591971,601170,610526,631205,639379,690268,726598,734192,854221,827359,897669,901295,976866,1010661,908632,980361,1059078
"48419","Shelby, TX","2","Population (persons) 1/",25212,25171,25155,25407,25212,25299,25324,25433,25381,25520,25459,25735,26075,25992,25624,25414,25624,25311,25418
"48419","Shelby, TX","3","Per capita personal income (dollars) 2/",22494,22744,23533,23662,24216,24950,25248,27141,28628,28769,33553,32149,34426,34676,38123,39768,35460,38733,41666
